rule,notation,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,in_band,support_masks,n_futures,total_sweeps
616,B1/S356,0.0,0.0,12.5,32.0,0,False,,512,184492
618,B1/S1356,0.0,0.0,15.0,32.0,0,False,,512,239416
1024,B2/S,0.0,0.0,13.0,31.875,0,False,,512,167882
2060,B3/S23,0.0,0.0,82.5,5.625,0,False,,512,240229
2870,B13/S12458,0.0,0.0,14.0,32.0,0,False,,512,216825
4718,B14/S12356,0.0,0.0,15.0,32.0,0,False,,512,224218
4719,B14/S012356,0.0,0.0,15.0,32.0,0,False,,512,226276
5307,B24/S013457,0.0,0.0,26.0,32.0,0,False,,512,614979
6697,B134/S035,0.0,0.0,9.5,32.0,0,False,,512,131438
7959,B1234/S01248,0.0,0.0,8.0,32.0,0,False,,512,102597
11062,B135/S12458,0.0,0.0,11.5,32.0,0,False,,512,167086
11063,B135/S012458,0.0,0.0,11.5,32.0,0,False,,512,167660
14573,B345/S023567,0.0,0.18359375,25.0,32.0,2,False,29760|30016,512,482511
14580,B345/S24567,0.0,0.0,256.0,0.333984375,0,False,,512,162508
15158,B1345/S12458,0.0,0.0,9.5,32.0,0,False,,512,131956
16951,B16/S01245,0.0,0.0,240.0,0.666015625,0,False,,512,199170
17971,B126/S0145,0.0,0.0,10.5,32.0,0,False,,512,159033
17975,B126/S01245,0.0,0.0,14.0,32.0,0,False,,512,217860
18444,B36/S23,0.0,0.0,104.0,6.587890625,0,False,,512,228987
18470,B36/S125,0.0,0.0,204.0,12.87890625,0,False,,512,196907
18743,B36/S012458,0.0,0.2109375,25.5,32.0,4,False,3071|7103|11199|19391,512,209524
22017,B1246/S0,0.0,0.0,7.0,32.0,0,False,,512,99121
22856,B346/S368,0.0,0.0,256.0,8.212890625,0,False,,512,131093
24343,B12346/S01248,0.0,0.0,7.5,32.0,0,False,,512,99217
25051,B56/S0134678,0.0,0.0,256.0,0.0,0,False,,512,131072
26167,B1256/S01245,0.0,0.0,10.5,32.0,0,False,,512,150635
30964,B3456/S24567,0.0,0.083984375,102.5,1.685546875,1,False,13376,512,252890
31048,B3456/S368,0.0,0.0,256.0,12.01171875,0,False,,512,119956
31476,B13456/S24567,0.0,0.0,92.0,2.197265625,0,False,,512,295196
33792,B27/S,0.0,0.0,12.5,31.4375,0,False,,512,166532
36060,B237/S23467,0.001953125,0.15234375,20.0,31.98828125,3,False,12150|15228|16244,512,433067
37047,B47/S012457,0.0,0.01953125,256.0,2.2734375,1,False,139,512,355955
37947,B247/S01345,0.0,0.0,15.5,32.0,0,False,,512,212904
38059,B247/S01357,0.0,0.0,12.5,32.0,0,False,,512,150751
38075,B247/S013457,0.0,0.0,17.5,32.0,0,False,,512,249702
38470,B1247/S126,0.0,0.001953125,8.5,32.0,1,False,22239,512,115540
38662,B1247/S128,0.0,0.001953125,8.0,32.0,1,False,30927,512,102719
38726,B1247/S1268,0.0,0.0,8.5,32.0,0,False,,512,115668
40974,B57/S123,0.0,0.0,256.0,0.0,0,False,,512,131072
41998,B257/S123,0.0,0.0,13.5,32.0,0,False,,512,172049
44188,B2357/S2347,0.0,0.0,11.0,32.0,0,False,,512,134018
44252,B2357/S23467,0.0,0.0,13.5,32.0,0,False,,512,178723
44764,B12357/S23467,0.0,0.0,11.0,32.0,0,False,,512,177104
46602,B12457/S13,0.0,0.076171875,7.0,32.0,2,False,30415|30427,512,99320
46634,B12457/S135,0.0,0.0,8.0,32.0,0,False,,512,115539
47341,B3457/S023567,0.0,0.166015625,23.0,32.0,1,False,29760,512,248087
47357,B3457/S0234567,0.0,0.03125,36.0,32.0,2,False,25664|28736,512,844762
50044,B167/S234568,0.0,0.001953125,51.0,32.0,2,False,32340|32596,512,1083272
51836,B1367/S23456,0.0,0.0,14.0,32.0,0,False,,512,348453
52092,B1367/S234568,0.0,0.0,16.0,32.0,0,False,,512,407741
52670,B2367/S1234578,0.0,0.076171875,15.0,32.0,3,False,32100|32356|32592,512,206065
52671,B2367/S01234578,0.0,0.052734375,15.0,32.0,3,False,31860|32084|32340,512,205942
55212,B12467/S23578,0.0,0.0,9.5,32.0,0,False,,512,142545
57260,B123467/S23578,0.0,0.07421875,9.0,32.0,1,False,32340,512,131939
57819,B567/S0134678,0.0,0.0,256.0,0.0,0,False,,512,131072
60178,B13567/S148,0.0,0.0,8.5,32.0,0,False,,512,115481
60180,B13567/S248,0.0,0.0,8.5,32.0,0,False,,512,115707
60182,B13567/S1248,0.0,0.0,8.5,32.0,0,False,,512,115880
61423,B123567/S01235678,0.0,0.0,256.0,0.0,0,False,,512,131072
65519,B1234567/S01235678,0.0,0.0,256.0,0.0,0,False,,512,131072
66334,B18/S12348,0.0,0.0,256.0,0.0,0,False,,512,131072
67884,B38/S2358,0.0,0.0,40.0,24.9375,0,False,,512,214908
67885,B38/S02358,0.0,0.134765625,35.0,31.9375,1,False,3007,512,241554
67900,B38/S23458,0.0,0.0,256.0,0.009765625,0,False,,512,132285
68045,B38/S023678,0.0,0.09375,39.5,32.0,2,False,2751|2975,512,248175
68047,B38/S0123678,0.0,0.216796875,23.0,12.376953125,5,False,2581|2582|2588|2590|2708,512,297827
69048,B238/S34578,0.0,0.099609375,28.0,32.0,1,False,16212,512,936689
69705,B48/S036,0.0,0.0,256.0,0.0,0,False,,512,131072
69707,B48/S0136,0.0,0.0,256.0,0.0,0,False,,512,131072
69835,B48/S01367,0.0,0.0,256.0,0.0,0,False,,512,131072
69918,B48/S12348,0.021484375,0.099609375,241.0,12.873046875,4,True,2052|2580|2588|15007,512,544326
69963,B48/S01368,0.0,0.0,256.0,0.0,0,False,,512,131072
70185,B148/S035,0.0,0.0,11.5,32.0,0,False,,512,164122
70428,B148/S2348,0.0,0.0,14.0,32.0,6,False,7871|11231|11999|15071|16031|20191,512,213421
70430,B148/S12348,0.109375,0.68359375,17.0,24.4375,1,True,2580,512,1598929
72027,B348/S013468,0.0,0.19921875,21.0,32.0,2,False,32350|32628,512,174369
72233,B1348/S035,0.0,0.0,9.0,32.0,0,False,,512,131283
72361,B1348/S0357,0.0,0.0,9.5,32.0,0,False,,512,132153
77240,B2358/S34578,0.0,0.08203125,15.0,32.0,1,False,32340,512,215466
77569,B12358/S08,0.0,0.072265625,7.0,32.0,4,False,24207|27855|29405|31887,512,90681
77601,B12358/S058,0.0,0.07421875,7.5,32.0,4,False,24223|27359|28319|29599,512,99118
78663,B1458/S01268,0.0,0.0,9.5,32.0,0,False,,512,131576
78791,B1458/S012678,0.0,0.0,9.5,32.0,0,False,,512,131405
82535,B168/S01256,0.0,0.0,154.0,1.2734375,0,False,,512,239209
82543,B168/S012356,0.0,0.0,256.0,0.001953125,0,False,,512,131258
82755,B168/S0168,0.0,0.0,12.0,32.0,0,False,,512,173638
82771,B168/S01468,0.0,0.0,14.0,32.0,0,False,,512,223204
84020,B368/S245,0.0,0.0,256.0,1.765625,0,False,,512,149500
84268,B368/S2358,0.0,0.0,37.0,25.4375,0,False,,512,189610
84279,B368/S012458,0.0,0.22265625,26.0,32.0,1,False,19391,512,208642
86676,B1468/S247,0.0,0.0,10.5,32.0,0,False,,512,158611
86678,B1468/S1247,0.0,0.0,11.5,32.0,0,False,,512,162638
93010,B13568/S1468,0.0,0.001953125,9.0,32.0,1,False,24307,512,118269
93018,B13568/S13468,0.0,0.0,10.0,32.0,0,False,,512,139860
93042,B13568/S14568,0.0,0.00390625,11.5,32.0,1,False,31824,512,178616
95047,B14568/S01268,0.0,0.001953125,8.5,32.0,1,False,7103,512,107491
96500,B34568/S24567,0.0,0.087890625,28.0,25.376953125,2,False,29764|30272,512,193123
102506,B478/S1356,0.0,0.0,256.0,0.0,0,False,,512,131072
102583,B478/S012457,0.0,0.04296875,256.0,2.166015625,1,False,139,512,339083
103018,B1478/S1356,0.0,0.0,12.5,32.0,0,False,,512,180511
104262,B12478/S1268,0.0,0.0,8.0,32.0,0,False,,512,115568
104795,B3478/S013468,0.0,0.279296875,20.0,32.0,1,False,32628,512,168700
112139,B124578/S013,0.0,0.08984375,8.0,32.0,2,False,30427|32459,512,99420
112267,B124578/S0137,0.0,0.083984375,8.0,32.0,2,False,23263|31439,512,101034
115176,B678/S35678,0.0,0.0,256.0,0.0,0,False,,512,131072
115596,B1678/S2378,0.0,0.0,19.0,32.0,0,False,,512,304835
117208,B3678/S34678,0.0,0.06640625,256.0,1.08203125,2,False,17055|18639,512,144402
117216,B3678/S5678,0.0,0.0,256.0,0.0,0,False,,512,131072
117224,B3678/S35678,0.0,0.015625,256.0,0.240234375,1,False,24715,512,137446
117225,B3678/S035678,0.0,0.09765625,256.0,0.435546875,2,False,16521|16523,512,143501
117228,B3678/S235678,0.0,0.0,144.0,0.662109375,0,False,,512,168277
117736,B13678/S35678,0.0,0.24609375,12.0,1.25,4,False,16384|21504|24769|29706,512,150368
118978,B4678/S167,0.0,0.0,256.0,0.0,0,False,,512,131072
119272,B4678/S35678,0.0,0.0,256.0,0.0,0,False,,512,131072
119874,B24678/S16,0.0,0.0,10.5,32.0,0,False,,512,116922
120002,B24678/S167,0.0,0.0,11.0,32.0,0,False,,512,116958
120258,B24678/S1678,0.0,0.001953125,10.5,32.0,1,False,3007,512,116990
121893,B234678/S025,0.0,0.0,9.5,32.0,0,False,,512,99913
123788,B15678/S2378,0.0,0.0,14.0,32.0,0,False,,512,216597
124592,B125678/S457,0.0,0.048828125,9.5,32.0,3,False,31860|32372|32596,512,136814
124593,B125678/S0457,0.0,0.05859375,9.5,32.0,3,False,32084|32372|32596,512,137468
124594,B125678/S1457,0.0,0.037109375,9.5,32.0,2,False,32340|32596,512,140623
124812,B125678/S2378,0.0,0.009765625,9.5,32.0,1,False,3071,512,136423
125408,B35678/S5678,0.0,0.0,256.0,0.02734375,0,False,,512,132686
126640,B1235678/S457,0.0078125,0.228515625,8.0,31.8359375,2,True,32336|32340,512,130443
130053,B2345678/S02,0.0,0.001953125,8.5,32.0,1,False,29903,512,83625
130085,B2345678/S025,0.0,0.013671875,8.5,32.0,1,False,32596,512,89788
130213,B2345678/S0257,0.0,0.001953125,9.0,32.0,1,False,32100,512,99496
