candidate,matrix_id,cohort,target_bank_index,target_lineage,target,stranger_permutation,stranger_h,isomorphism_permutation,multiform,form_a_bank_index,form_a_lineage,form_a,form_b_bank_index,form_b_lineage,form_b,form_h
02,10,primary,0,27,"[0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0]","[80,27,22,65,62,98,67,48,85,12,23,73,99,88,3,44,51,41,78,56,16,35,28,84,94,25,60,91,72,9,10,74,58,4,38,70,47,79,89,14,17,96,6,68,26,37,1,20,75,49,93,43,18,77,64,13,97,66,39,71,21,32,92,54,50,11,63,31,52,36,15,76,95,7,2,90,46,69,61,8,40,42,81,45,82,87,24,53,83,86,19,59,33,57,29,0,5,30,55,34]",0.0,"[57,80,36,94,5,42,59,92,86,85,33,40,37,64,75,90,88,84,51,18,72,10,4,79,98,12,19,58,43,16,77,82,78,31,27,20,21,60,53,35,30,7,63,47,24,87,74,93,32,70,39,0,76,81,73,29,65,13,99,38,55,14,50,9,95,2,15,3,89,68,97,34,23,71,54,1,44,67,66,11,49,52,46,8,22,45,26,6,41,17,48,61,83,56,28,25,69,62,96,91]",True,2,46,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",11,123,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0
02,90,primary,0,16,"[0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0]","[2,96,32,53,38,52,15,60,89,29,61,8,48,57,3,62,20,92,66,22,59,75,46,44,39,87,56,79,90,86,17,1,81,88,40,65,54,94,83,35,26,47,51,6,91,9,84,45,74,64,18,36,49,23,0,63,4,24,98,95,21,42,55,69,99,93,5,43,10,33,14,12,30,97,37,71,13,67,82,27,19,70,80,31,50,78,25,58,77,68,85,28,73,11,72,16,41,76,7,34]",0.0,"[5,88,2,28,27,97,39,59,75,30,12,43,13,70,3,17,62,82,24,98,31,8,35,67,63,32,47,74,73,51,66,11,37,58,41,48,94,18,89,20,40,77,71,64,26,38,92,42,23,68,91,14,49,15,6,80,44,33,93,25,7,52,4,34,96,81,57,61,16,22,54,99,86,45,79,76,87,90,69,46,1,84,72,83,0,95,85,29,19,36,56,10,21,78,60,53,65,9,55,50]",False,,,,,,,
02,32,primary,0,52,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0]","[57,82,19,69,86,16,8,94,85,96,3,51,9,14,46,59,64,0,25,7,10,88,39,99,28,21,65,43,22,70,31,13,11,67,78,55,18,68,77,75,71,41,35,12,5,74,33,53,81,89,36,60,26,66,42,34,90,92,23,38,2,44,40,30,24,91,37,83,49,87,56,95,20,45,17,73,76,6,58,61,80,50,54,48,93,29,47,32,84,4,72,63,1,15,97,62,79,52,27,98]",0.0,"[23,99,43,80,4,77,28,24,3,0,18,81,93,22,17,57,11,86,13,84,83,15,75,96,59,36,70,55,54,94,87,61,48,63,34,46,26,40,33,73,85,8,47,65,52,60,72,31,92,97,76,50,20,7,12,56,2,25,19,10,35,69,44,1,30,89,88,6,9,91,21,41,5,66,74,64,38,37,32,45,42,58,16,51,49,71,67,27,29,39,14,79,68,90,98,95,53,82,62,78]",False,,,,,,,
02,45,primary,0,37,"[0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[41,31,79,93,66,69,26,4,90,43,35,40,20,38,84,67,92,96,55,37,71,91,44,64,68,98,95,99,53,18,97,88,86,57,83,29,52,0,80,7,63,8,89,82,19,49,15,11,13,54,34,78,23,58,56,27,59,94,42,6,3,46,25,30,22,72,1,28,70,51,85,14,61,87,74,17,33,45,47,75,60,12,77,5,36,32,65,62,39,50,73,81,48,2,16,24,10,76,9,21]",0.0,"[35,14,60,79,6,70,53,59,76,22,82,18,83,9,52,45,27,2,91,56,19,15,37,50,55,39,10,89,30,34,7,54,63,86,42,71,0,47,73,58,66,95,36,25,26,81,75,77,40,28,21,4,1,17,57,23,31,84,74,51,44,72,78,69,13,93,24,46,12,20,41,43,90,80,67,96,99,97,61,65,94,8,32,3,85,48,5,49,38,88,33,64,87,98,11,16,62,92,68,29]",True,0,37,"[0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",9,243,"[0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1]",0.0
02,28,primary,0,45,"[0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0]","[71,20,48,13,45,49,91,62,11,63,72,73,8,66,68,25,59,16,4,88,58,9,98,70,93,31,55,29,37,52,18,99,89,67,35,2,96,36,86,38,44,40,24,33,43,28,65,56,60,61,79,90,64,80,19,30,41,5,39,97,82,74,87,22,77,42,51,7,94,17,34,95,54,92,10,81,75,83,46,14,76,26,78,3,47,1,32,57,6,85,12,50,69,53,0,84,23,15,27,21]",0.0,"[32,18,1,44,85,86,37,29,45,53,65,72,41,93,87,4,49,10,52,50,94,67,73,81,35,99,36,5,38,77,34,74,95,88,66,26,63,6,89,57,64,98,75,71,9,48,40,31,15,23,83,58,68,97,62,3,19,43,59,24,16,22,21,8,33,60,11,69,42,84,61,47,17,90,91,80,70,54,12,96,0,2,51,27,25,30,46,78,7,55,82,20,39,92,79,28,76,14,13,56]",False,,,,,,,
02,159,primary,0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]","[95,8,36,34,38,2,88,65,77,49,72,61,68,19,28,40,45,82,44,17,47,48,0,39,60,25,74,12,24,32,4,93,7,78,55,54,52,42,66,57,89,11,6,29,69,91,43,71,75,87,9,5,81,41,21,59,62,70,98,90,50,20,73,67,22,15,10,92,33,31,63,96,83,1,30,13,27,14,80,23,35,97,51,76,18,53,79,99,94,85,58,26,3,46,16,84,56,86,64,37]",0.0,"[20,44,30,7,69,38,1,86,93,71,73,54,13,24,22,46,25,61,76,31,65,43,15,84,23,70,81,67,91,6,28,16,17,12,50,63,68,36,92,33,19,56,39,53,27,96,41,64,78,18,11,90,10,48,8,40,26,57,32,34,60,55,85,21,45,58,49,3,82,99,83,95,47,98,88,35,79,14,2,97,4,5,94,89,9,59,0,51,74,42,62,75,66,37,52,77,29,87,80,72]",True,0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",12,33,"[0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0]",0.0
02,149,primary,0,3,"[0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[29,15,42,94,99,96,50,33,80,14,68,84,57,10,11,61,53,36,86,64,49,81,28,98,8,72,62,89,38,47,58,2,75,39,19,34,43,41,95,63,71,51,91,79,83,45,56,35,97,69,93,70,13,22,85,30,73,66,0,7,59,52,26,46,32,82,21,18,90,67,6,55,27,88,12,3,76,23,44,65,24,78,17,87,16,1,48,9,77,4,54,40,92,31,20,25,74,37,60,5]",0.0,"[37,5,45,57,25,35,26,99,52,93,65,3,58,30,11,80,61,66,40,20,1,16,10,23,28,22,82,88,21,78,51,53,33,91,46,75,87,67,59,34,43,60,97,90,98,15,2,17,27,41,62,63,70,74,73,48,31,71,89,4,92,38,56,44,36,47,6,79,76,32,96,24,14,69,54,39,0,85,9,19,94,8,64,81,72,42,12,29,55,13,68,18,84,86,49,50,7,77,95,83]",False,,,,,,,
02,58,primary,0,18,"[0,2,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,1,0]","[43,85,21,73,25,20,98,63,59,52,44,58,3,90,33,97,86,71,76,96,87,2,47,30,40,14,48,99,10,7,46,18,6,66,70,83,91,49,50,39,12,88,45,26,9,17,79,61,60,75,74,56,35,62,28,69,55,82,11,29,22,80,57,27,93,94,41,42,24,23,32,68,54,5,15,78,64,31,53,8,38,67,16,51,13,81,92,36,72,77,1,19,84,0,34,95,37,4,89,65]",0.0,"[51,18,27,70,83,14,78,25,33,84,86,0,21,46,5,16,56,1,87,63,49,82,54,31,6,74,97,50,64,88,99,90,41,95,76,85,19,28,24,61,94,47,4,66,77,79,53,12,38,40,39,62,60,23,92,59,69,75,9,52,71,67,73,80,22,10,81,3,35,17,93,29,20,48,15,65,32,72,7,96,34,11,44,45,42,8,55,68,2,36,57,37,91,30,13,98,43,26,58,89]",False,,,,,,,
02,25,primary,0,6,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,2,0,0,0,0,0]","[1,20,80,55,14,24,84,27,96,58,56,86,25,59,32,21,66,54,48,30,37,89,60,44,15,77,42,98,3,81,17,88,72,85,29,45,50,11,13,36,67,52,64,92,28,43,61,6,87,78,94,57,9,95,51,23,40,53,34,10,76,79,71,35,5,33,22,39,16,2,8,73,46,19,47,26,31,41,91,90,75,93,83,74,82,68,12,4,70,62,97,63,0,7,69,65,18,38,99,49]",0.0,"[63,26,69,10,57,42,91,52,13,45,92,15,77,98,22,21,7,18,59,36,48,64,30,4,85,16,25,12,29,66,95,94,43,38,73,33,67,54,78,90,97,39,70,76,27,14,50,68,46,86,37,8,58,82,32,74,1,83,55,53,31,81,47,61,79,99,3,87,75,34,44,23,89,5,88,35,41,71,93,11,80,60,17,20,96,9,28,65,49,51,56,19,84,0,62,24,2,40,6,72]",True,0,6,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,2,0,0,0,0,0]",15,230,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0]",0.0
02,198,primary,0,4,"[0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0]","[51,68,88,3,8,6,10,28,45,89,92,86,32,76,69,14,17,54,37,23,11,78,84,97,70,52,4,80,41,91,16,21,74,38,2,26,63,42,46,5,39,59,65,24,31,13,61,35,43,49,72,73,50,98,83,58,29,66,79,82,36,96,93,67,40,47,44,30,7,95,18,87,25,19,71,15,33,9,1,60,57,56,55,77,34,22,12,85,53,20,94,81,62,99,48,90,75,64,27,0]",0.0,"[43,92,82,35,98,99,78,70,90,13,49,39,19,36,77,20,63,14,5,32,41,37,64,87,75,94,11,88,31,66,7,65,53,62,23,22,40,74,4,58,26,16,17,9,46,50,6,86,0,97,2,61,28,60,38,44,48,33,84,95,42,55,8,51,30,91,59,29,18,68,83,67,52,85,57,71,12,24,73,45,96,1,47,80,56,27,10,89,21,25,79,93,72,34,81,54,3,76,15,69]",False,,,,,,,
02,97,primary,0,25,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0]","[9,47,70,94,37,60,34,62,0,35,45,76,13,56,46,48,27,40,10,84,19,50,75,68,28,86,64,24,53,69,85,96,6,26,97,32,43,77,2,8,90,83,58,12,23,31,30,88,79,14,80,52,18,59,66,93,33,42,25,49,99,7,91,4,54,21,71,29,89,82,36,73,41,15,95,78,16,38,87,17,61,5,55,57,44,92,1,98,65,51,81,72,74,22,63,20,67,11,39,3]",0.0,"[28,40,52,78,56,36,63,95,93,20,84,32,4,22,8,17,79,80,2,1,6,43,14,49,92,98,67,25,31,37,13,81,16,51,68,9,60,35,70,10,29,0,59,12,99,58,54,74,83,48,5,15,94,97,18,53,45,3,27,41,61,11,23,24,34,66,33,86,47,50,72,46,64,62,75,39,30,44,42,26,85,87,7,91,65,73,76,19,38,57,90,82,96,21,88,55,89,77,71,69]",False,,,,,,,
02,14,primary,0,4,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[37,97,87,79,50,90,3,48,26,84,70,62,1,73,93,34,2,21,57,43,85,0,68,33,77,49,51,11,75,63,38,56,47,30,82,92,14,39,46,27,89,9,58,40,7,64,41,72,45,15,66,86,23,78,74,59,52,71,81,13,36,95,76,29,16,96,5,10,25,35,54,88,61,98,60,17,44,6,28,24,94,18,8,67,80,53,4,99,55,22,20,65,69,42,91,83,19,31,32,12]",0.0,"[61,99,74,49,3,39,58,51,48,75,79,60,54,95,32,84,72,2,55,33,86,35,70,13,62,80,56,38,66,57,8,87,76,26,52,22,89,30,11,20,85,27,67,46,63,23,88,68,0,69,34,73,4,43,36,82,97,17,6,53,21,31,37,47,81,71,18,25,10,90,77,44,7,96,12,94,42,16,83,40,98,29,9,93,41,50,78,24,45,64,28,15,14,1,92,5,59,91,65,19]",False,,,,,,,
02,197,primary,0,5,"[0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0]","[36,10,81,42,59,67,80,96,22,38,62,23,97,26,57,87,75,37,54,66,32,60,34,53,27,24,15,19,16,28,82,8,70,56,18,65,77,76,0,79,86,52,47,68,71,46,78,98,93,21,72,41,39,55,31,99,90,25,17,5,12,35,49,20,89,88,45,83,94,30,69,9,58,13,73,63,29,1,33,43,14,11,84,64,3,50,40,51,6,91,48,44,4,61,2,92,85,74,7,95]",0.0,"[26,46,90,32,73,99,66,94,63,97,44,50,65,28,54,4,59,16,6,3,61,31,27,40,62,71,15,69,13,10,57,49,45,98,5,58,70,78,1,55,60,33,36,17,80,83,35,2,30,87,68,34,37,41,82,86,19,20,0,8,96,72,79,42,7,38,47,43,53,24,12,21,88,39,64,11,91,51,93,29,22,25,18,84,77,76,56,48,85,52,9,23,14,89,81,92,74,95,75,67]",False,,,,,,,
02,126,primary,0,5,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,3,0,0,0,0,0,0,1,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,83,99,11,53,57,13,72,94,7,6,46,37,68,19,90,88,40,62,54,39,91,58,8,51,89,36,76,27,25,87,44,30,77,74,92,56,38,24,97,35,41,12,5,63,10,45,47,98,1,14,26,71,9,93,96,79,69,80,20,28,23,78,95,48,64,21,15,60,85,32,18,3,42,16,0,17,55,22,81,33,82,43,29,66,4,50,52,75,70,86,61,84,34,67,73,31,59,49,65]",0.0,"[7,70,73,8,93,13,43,49,90,46,23,6,9,5,66,98,62,10,30,18,81,80,85,12,65,88,26,86,38,57,53,2,68,47,69,27,28,17,22,29,39,1,77,0,60,75,50,63,74,31,99,33,55,40,4,42,19,96,34,41,16,37,82,48,36,94,35,67,76,54,87,79,32,84,58,52,91,95,3,64,11,72,15,61,51,24,97,21,83,78,45,56,59,25,92,14,89,20,44,71]",False,,,,,,,
02,112,primary,0,11,"[1,0,0,0,0,0,1,0,2,0,0,0,1,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0]","[4,1,32,35,77,28,58,73,47,10,5,54,90,74,85,82,45,25,75,69,22,43,61,3,30,19,67,39,99,49,18,53,89,16,57,88,97,81,86,72,12,98,14,27,71,92,87,51,38,79,42,70,6,9,50,55,80,17,2,48,59,93,13,0,24,8,60,68,23,65,21,40,76,36,64,78,62,26,91,33,83,11,96,34,84,31,95,41,20,7,52,37,44,94,66,29,46,15,63,56]",0.0,"[64,42,88,93,61,98,35,30,38,73,9,54,96,45,55,91,28,58,90,44,85,52,31,71,62,25,78,79,75,67,41,68,50,83,95,18,48,1,82,84,24,36,92,72,14,70,63,57,11,60,49,59,39,99,53,89,87,77,29,65,12,34,74,7,46,43,15,37,21,19,94,47,10,16,20,13,97,80,3,86,6,76,22,17,51,8,26,4,66,56,27,33,81,0,32,5,40,2,23,69]",True,1,20,"[0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",12,160,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0]",0.0
02,38,primary,0,3,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,28,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0]","[71,8,49,23,45,22,89,59,38,87,95,66,48,55,3,40,58,50,75,28,19,24,42,67,10,25,4,12,64,9,37,69,51,53,63,68,74,84,52,14,39,46,61,91,2,7,17,5,81,27,54,96,88,47,72,57,0,99,13,76,97,41,35,80,56,73,15,32,65,21,83,16,43,77,29,44,70,34,33,30,26,79,85,92,82,93,98,11,86,18,90,31,6,20,60,94,36,62,1,78]",0.0,"[59,38,17,33,98,2,63,56,24,61,86,48,81,82,75,76,13,41,91,72,35,43,0,9,53,26,23,87,70,15,30,40,46,29,5,68,97,84,85,25,42,34,54,88,78,71,52,73,93,51,44,65,18,36,7,14,22,58,27,64,37,19,49,8,45,12,89,96,11,32,95,3,83,6,92,39,80,21,20,16,55,99,66,60,77,74,47,94,1,62,10,31,50,69,28,67,4,90,79,57]",False,,,,,,,
02,1,primary,0,3,"[0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0]","[16,30,57,38,0,9,11,1,15,85,3,10,58,43,31,63,54,65,60,35,72,77,21,53,83,52,95,81,2,66,26,91,45,28,73,50,92,36,4,42,8,27,39,68,82,29,19,33,74,87,67,59,89,97,98,24,78,71,94,46,14,32,51,34,61,56,64,96,44,80,79,88,7,41,5,48,69,22,84,13,75,25,47,49,70,62,40,55,90,6,17,86,12,20,93,23,99,18,37,76]",0.0,"[91,76,63,69,3,40,6,20,88,92,89,43,97,81,30,4,68,59,57,85,11,23,93,50,8,86,98,24,35,9,33,45,21,62,61,80,5,10,49,37,27,78,12,16,2,34,94,96,44,99,15,53,29,54,75,25,72,55,84,48,7,17,90,32,65,56,41,66,42,46,64,83,22,38,77,28,36,18,47,67,70,52,58,14,0,26,31,74,60,87,13,39,51,95,19,1,71,73,79,82]",False,,,,,,,
02,43,primary,0,4,"[1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]","[98,57,49,88,21,50,8,37,45,80,7,2,12,95,89,24,25,13,16,9,82,5,81,26,33,64,38,28,85,19,39,77,23,54,18,30,68,56,22,70,3,97,44,58,11,86,76,48,41,42,0,52,94,59,34,27,91,72,35,67,31,6,65,60,36,71,14,29,74,62,96,15,10,79,73,78,75,83,66,17,84,40,55,47,20,32,90,4,92,63,93,99,51,87,43,1,61,53,69,46]",0.0,"[82,29,39,66,42,2,6,75,14,45,34,57,99,90,13,25,88,72,11,7,37,77,91,38,31,21,27,78,26,22,32,83,65,50,0,98,46,1,47,33,68,81,53,62,60,19,89,52,94,40,24,36,5,10,58,87,8,30,61,97,93,59,84,74,70,4,3,28,67,20,85,41,63,54,15,64,17,92,48,49,95,18,23,71,96,86,43,69,16,73,12,9,51,44,56,35,76,55,80,79]",False,,,,,,,
