candidate,matrix_id,grid_id,beta_multiplier,leave_multiplier,f12_rate,break_rate,recovery_given_break,run8_rate,coherent8_rate,distinct8_rate,strict8_rate,last8_coherence,cross_lineage_similarity,reproducible_multiform,stable_clusters_half_a,stable_clusters_half_b,completion
02,0,b0p125_l0p5,0.125,0.5,0.703125,0.984375,0.7142857142857143,0.359375,0.0,0.328125,0.0,0.25615657489657573,0.3508217403992119,0,0,0,1.0
02,0,b0p25_l0p5,0.25,0.5,0.75,0.96875,0.7741935483870968,0.640625,0.03125,0.640625,0.03125,0.2902731832846013,0.4243715311260294,0,0,0,1.0
02,0,b0p5_l0p5,0.5,0.5,0.8125,0.953125,0.8524590163934426,0.875,0.0,0.875,0.0,0.26314230832183094,0.35330068922692126,0,0,0,1.0
02,0,b1p0_l0p5,1.0,0.5,0.796875,0.890625,0.8947368421052632,0.875,0.015625,0.859375,0.015625,0.244039422679615,0.355306254098326,0,0,0,1.0
02,0,b2p0_l0p5,2.0,0.5,0.796875,0.921875,0.864406779661017,0.953125,0.0,0.9375,0.0,0.31822708328657134,0.3601901044695251,0,0,0,1.0
02,0,b4p0_l0p5,4.0,0.5,0.796875,0.90625,0.8793103448275862,0.953125,0.03125,0.953125,0.03125,0.23920074672732206,0.3410198831039908,0,0,0,1.0
02,0,b8p0_l0p5,8.0,0.5,0.671875,0.828125,0.8113207547169812,0.953125,0.0,0.953125,0.0,0.2510875864341031,0.33799961459470135,0,0,0,1.0
02,0,b0p125_l1p0,0.125,1.0,0.546875,0.96875,0.5645161290322581,0.296875,0.0,0.28125,0.0,0.2568102583281936,0.36048718847578864,0,0,0,1.0
02,0,b0p25_l1p0,0.25,1.0,0.671875,0.9375,0.7166666666666667,0.578125,0.0,0.53125,0.0,0.25319094518610274,0.36008734886872806,0,0,0,1.0
02,0,b0p5_l1p0,0.5,1.0,0.84375,0.953125,0.8852459016393442,0.78125,0.03125,0.75,0.03125,0.25695677407343964,0.37902681251357523,0,0,0,1.0
02,0,b1p0_l1p0,1.0,1.0,0.8125,0.953125,0.8524590163934426,0.859375,0.015625,0.84375,0.015625,0.2187816519887727,0.3838951865618468,0,0,0,1.0
02,0,b2p0_l1p0,2.0,1.0,0.828125,0.953125,0.8688524590163934,0.875,0.0,0.875,0.0,0.25522348928050187,0.3523053183082523,0,0,0,1.0
02,0,b4p0_l1p0,4.0,1.0,0.734375,0.8125,0.9038461538461539,0.84375,0.015625,0.828125,0.015625,0.2755554822623999,0.35788782918206435,0,0,0,1.0
02,0,b8p0_l1p0,8.0,1.0,0.78125,0.90625,0.8620689655172413,0.90625,0.0,0.890625,0.0,0.27339063891940263,0.3447250276092797,0,0,0,1.0
02,0,b0p125_l2p0,0.125,2.0,0.65625,0.984375,0.6666666666666666,0.3125,0.0,0.265625,0.0,0.22625575135114998,0.3798532293777861,0,0,0,1.0
02,0,b0p25_l2p0,0.25,2.0,0.59375,0.96875,0.6129032258064516,0.484375,0.0,0.453125,0.0,0.26241581867984226,0.4117969640558962,0,0,0,1.0
02,0,b0p5_l2p0,0.5,2.0,0.71875,0.953125,0.7540983606557377,0.6875,0.0,0.6875,0.0,0.24420462505074086,0.37483192546586636,0,0,0,1.0
02,0,b1p0_l2p0,1.0,2.0,0.71875,0.9375,0.7666666666666667,0.84375,0.0,0.84375,0.0,0.22570621019652853,0.3670204483997783,0,0,0,1.0
02,0,b2p0_l2p0,2.0,2.0,0.765625,0.921875,0.8305084745762712,0.859375,0.0,0.859375,0.0,0.28440133403482143,0.36915888749966536,0,0,0,1.0
02,0,b4p0_l2p0,4.0,2.0,0.734375,0.84375,0.8703703703703703,0.796875,0.0,0.796875,0.0,0.25130979613837134,0.37604000328500237,0,0,0,1.0
02,0,b8p0_l2p0,8.0,2.0,0.671875,0.9375,0.7166666666666667,0.78125,0.0,0.765625,0.0,0.23456705724544188,0.3564048188999507,0,0,0,1.0
02,1,b0p125_l0p5,0.125,0.5,0.578125,1.0,0.578125,0.296875,0.0,0.28125,0.0,0.3081668988080568,0.353882751698473,0,0,0,1.0
02,1,b0p25_l0p5,0.25,0.5,0.765625,0.984375,0.7777777777777778,0.3125,0.0,0.3125,0.0,0.23840940027774393,0.3718601980468988,0,0,0,1.0
02,1,b0p5_l0p5,0.5,0.5,0.796875,0.96875,0.8225806451612904,0.75,0.0,0.734375,0.0,0.31180048971730556,0.4025635997691191,0,0,0,1.0
02,1,b1p0_l0p5,1.0,0.5,0.65625,0.90625,0.7241379310344828,0.828125,0.0,0.796875,0.0,0.337301761543525,0.43251871183353685,0,0,0,1.0
02,1,b2p0_l0p5,2.0,0.5,0.8125,0.875,0.9285714285714286,0.859375,0.0,0.828125,0.0,0.3875108792371073,0.5083404537881353,0,0,0,1.0
02,1,b4p0_l0p5,4.0,0.5,0.8125,0.890625,0.9122807017543859,0.9375,0.015625,0.9375,0.015625,0.3935568955352159,0.5017866144019864,0,0,0,1.0
02,1,b8p0_l0p5,8.0,0.5,0.734375,0.796875,0.9215686274509803,0.875,0.0,0.875,0.0,0.43701460401477854,0.5527508929489329,0,0,0,1.0
02,1,b0p125_l1p0,0.125,1.0,0.484375,1.0,0.484375,0.171875,0.0,0.171875,0.0,0.2578556235025876,0.34359767782168044,0,0,0,1.0
02,1,b0p25_l1p0,0.25,1.0,0.625,0.984375,0.6349206349206349,0.296875,0.0,0.296875,0.0,0.2571505047828617,0.3717935038408972,0,0,0,1.0
02,1,b0p5_l1p0,0.5,1.0,0.765625,0.984375,0.7777777777777778,0.59375,0.0,0.59375,0.0,0.3040324076283923,0.39707257046556227,0,0,0,1.0
02,1,b1p0_l1p0,1.0,1.0,0.84375,0.953125,0.8852459016393442,0.703125,0.0,0.703125,0.0,0.33617970766107463,0.42965792541196046,0,0,0,1.0
02,1,b2p0_l1p0,2.0,1.0,0.8125,0.921875,0.8813559322033898,0.828125,0.0,0.828125,0.0,0.30652878276245765,0.4597031554411784,0,0,0,1.0
02,1,b4p0_l1p0,4.0,1.0,0.875,0.90625,0.9655172413793104,0.90625,0.0,0.90625,0.0,0.38225602100504985,0.49254578535106436,0,0,0,1.0
02,1,b8p0_l1p0,8.0,1.0,0.84375,0.890625,0.9473684210526315,0.890625,0.0,0.890625,0.0,0.38061592318998144,0.48661142814749503,0,0,0,1.0
02,1,b0p125_l2p0,0.125,2.0,0.40625,1.0,0.40625,0.09375,0.0,0.09375,0.0,0.24714336876458176,0.3535923583520636,0,0,0,1.0
02,1,b0p25_l2p0,0.25,2.0,0.640625,1.0,0.640625,0.21875,0.0,0.21875,0.0,0.26165755869244006,0.3801022772135944,0,0,0,1.0
02,1,b0p5_l2p0,0.5,2.0,0.71875,0.96875,0.7419354838709677,0.53125,0.0,0.515625,0.0,0.3042290424662129,0.394416854697148,0,0,0,1.0
02,1,b1p0_l2p0,1.0,2.0,0.71875,1.0,0.71875,0.625,0.0,0.609375,0.0,0.310700824422329,0.42329292118930845,0,0,0,1.0
02,1,b2p0_l2p0,2.0,2.0,0.796875,0.984375,0.8095238095238095,0.8125,0.0,0.8125,0.0,0.3441888833644612,0.4382645797636904,0,0,0,1.0
02,1,b4p0_l2p0,4.0,2.0,0.8125,1.0,0.8125,0.75,0.0,0.75,0.0,0.3339737172187474,0.4362623515438531,0,0,0,1.0
02,1,b8p0_l2p0,8.0,2.0,0.78125,0.953125,0.819672131147541,0.828125,0.0,0.828125,0.0,0.37218725065135516,0.4874965122541408,0,0,0,1.0
02,2,b0p125_l0p5,0.125,0.5,0.921875,0.96875,0.9516129032258065,0.921875,0.03125,0.90625,0.03125,0.4476698926801719,0.6112570261364172,0,0,0,1.0
02,2,b0p25_l0p5,0.25,0.5,0.828125,0.875,0.9464285714285714,0.875,0.015625,0.84375,0.015625,0.5412504284299864,0.6607486510711165,0,0,0,1.0
02,2,b0p5_l0p5,0.5,0.5,0.75,0.78125,0.96,0.796875,0.078125,0.796875,0.0625,0.5452425405809893,0.6739886095333708,0,0,0,1.0
02,2,b1p0_l0p5,1.0,0.5,0.625,0.640625,0.975609756097561,0.640625,0.0625,0.625,0.0625,0.6170478134486557,0.712057132887822,0,0,0,1.0
02,2,b2p0_l0p5,2.0,0.5,0.6875,0.703125,0.9777777777777777,0.703125,0.140625,0.6875,0.140625,0.5696808331861559,0.7012452110836144,0,0,0,1.0
02,2,b4p0_l0p5,4.0,0.5,0.59375,0.59375,1.0,0.59375,0.03125,0.59375,0.03125,0.5951603724084378,0.7467927836366806,0,0,0,1.0
02,2,b8p0_l0p5,8.0,0.5,0.546875,0.5625,0.9722222222222222,0.5625,0.046875,0.515625,0.046875,0.5949420073118181,0.7604919762219977,0,0,0,1.0
02,2,b0p125_l1p0,0.125,1.0,0.859375,0.96875,0.8870967741935484,0.84375,0.0,0.8125,0.0,0.4141225158333176,0.6030694340267987,0,0,0,1.0
02,2,b0p25_l1p0,0.25,1.0,0.90625,0.90625,1.0,0.9375,0.0,0.9375,0.0,0.5384340204602506,0.6899099997565213,0,0,0,1.0
02,2,b0p5_l1p0,0.5,1.0,0.71875,0.71875,1.0,0.75,0.046875,0.703125,0.03125,0.5924684283049579,0.7164875400649983,0,0,0,1.0
02,2,b1p0_l1p0,1.0,1.0,0.59375,0.609375,0.9743589743589743,0.65625,0.03125,0.625,0.03125,0.602904601619531,0.7137716195075264,0,0,0,1.0
02,2,b2p0_l1p0,2.0,1.0,0.640625,0.640625,1.0,0.65625,0.03125,0.640625,0.03125,0.6033044576014548,0.7544833947505103,0,0,0,1.0
