candidate,matrix_id,grid_id,beta_multiplier,leave_multiplier,exponent,cosine_exponent,integrated_damage,coalesced8,survival_f32,stability_margin,flow_residual,completion
02,0,b0p125_l0p5,0.125,0.5,-0.1003005903922838,0.0024705878738544343,0.0404296875,0.6666666666666666,0.08333333333333333,0.02113653463715777,6.355062309726378e-12,1.0
02,0,b0p25_l0p5,0.25,0.5,-0.08557461814949208,-0.013550519651449927,0.03059895833333334,0.6666666666666666,0.08333333333333333,0.02453932318520179,3.5154407596743598e-12,1.0
02,0,b0p5_l0p5,0.5,0.5,0.05884861512957062,0.1402807982741527,0.16731770833333334,0.4166666666666667,0.5,0.03216157777258956,1.0922531976098604e-11,1.0
02,0,b1p0_l0p5,1.0,0.5,-0.022600767326946714,0.0635307926759202,0.05735677083333334,0.5,0.08333333333333333,0.05500265863426827,2.1075212755516937e-11,1.0
02,0,b2p0_l0p5,2.0,0.5,-0.015286928064191086,0.07677887079553901,0.09694010416666667,0.5,0.16666666666666666,0.11099297212466455,4.212475507303637e-11,1.0
02,0,b4p0_l0p5,4.0,0.5,-0.024317077265958748,0.021008854964214327,0.12024739583333334,0.5,0.3333333333333333,0.23000329653837645,8.956417552052898e-11,1.0
02,0,b8p0_l0p5,8.0,0.5,0.00043085852151193704,0.10179145462171585,0.08841145833333335,0.5,0.25,0.47176893829805483,8.038983367875119e-11,1.0
02,0,b0p125_l1p0,0.125,1.0,-0.022492241737350233,0.05960637342101638,0.06953125,0.5,0.3333333333333333,0.01829842197587497,1.3416975863655978e-12,1.0
02,0,b0p25_l1p0,0.25,1.0,-0.11446285052542104,-0.038244830094679085,0.025520833333333336,0.75,0.08333333333333333,0.020822185739535842,5.191598453219148e-12,1.0
02,0,b0p5_l1p0,0.5,1.0,-0.061812942583598894,0.062002288008472774,0.04973958333333334,0.6666666666666666,0.16666666666666666,0.030320554154042827,1.1114593620464852e-11,1.0
02,0,b1p0_l1p0,1.0,1.0,0.07275218677699367,0.1439610195517383,0.125,0.3333333333333333,0.25,0.05988379080410878,2.2512016556452963e-11,1.0
02,0,b2p0_l1p0,2.0,1.0,-0.035337105351725275,0.07460430201241183,0.08782552083333334,0.6666666666666666,0.25,0.12759977597883218,3.4376550217540824e-11,1.0
02,0,b4p0_l1p0,4.0,1.0,-0.029087070176005758,0.0710293688140871,0.08157552083333333,0.5833333333333334,0.16666666666666666,0.2673368813089382,8.445338872675734e-11,1.0
02,0,b8p0_l1p0,8.0,1.0,-0.05313591263363149,0.03038495740109114,0.05664062500000001,0.5833333333333334,0.16666666666666666,0.5486875059636814,7.755146524957013e-11,1.0
02,0,b0p125_l2p0,0.125,2.0,-0.011004596158998051,0.04179129899500645,0.05494791666666667,0.4166666666666667,0.25,0.014757896006339293,2.706430348928257e-12,1.0
02,0,b0p25_l2p0,0.25,2.0,0.0034307893183971824,0.06892559235964978,0.10045572916666669,0.5,0.4166666666666667,0.018835337866701662,4.991328531045447e-12,1.0
02,0,b0p5_l2p0,0.5,2.0,0.044312351312430026,0.06541907972822676,0.10279947916666667,0.25,0.5,0.03557055203601446,8.378251217799892e-12,1.0
02,0,b1p0_l2p0,1.0,2.0,0.07822711495478507,0.11084757455627409,0.11106770833333335,0.3333333333333333,0.4166666666666667,0.07429362244821042,1.8135271062647007e-11,1.0
02,0,b2p0_l2p0,2.0,2.0,0.07664113565921452,0.15670300139311444,0.14700520833333333,0.4166666666666667,0.4166666666666667,0.1481335105597696,3.574779361414926e-11,1.0
02,0,b4p0_l2p0,4.0,2.0,-0.01623813255356294,0.05891473998150437,0.11093749999999998,0.5833333333333334,0.4166666666666667,0.2897004850342569,9.505257692055125e-11,1.0
02,0,b8p0_l2p0,8.0,2.0,-0.00038088164518040174,0.08376546204015423,0.11223958333333334,0.5,0.4166666666666667,0.569258384736938,9.915590570841459e-11,1.0
02,1,b0p125_l0p5,0.125,0.5,-0.045101277616715126,-0.01063179243759331,0.04140625,0.5,0.16666666666666666,0.022717745849541053,1.014517896774647e-12,1.0
02,1,b0p25_l0p5,0.25,0.5,-0.06768241505496779,-0.014883407473961427,0.04095052083333334,0.5833333333333334,0.25,0.03112166885145087,2.6773513961408923e-12,1.0
02,1,b0p5_l0p5,0.5,0.5,0.026645382218042885,0.08971112217271077,0.09661458333333334,0.4166666666666667,0.3333333333333333,0.04645562076908039,2.862340139214714e-12,1.0
02,1,b1p0_l0p5,1.0,0.5,-0.06846525591308597,0.004032083620524956,0.073828125,0.5833333333333334,0.3333333333333333,0.0760133343514858,3.303354118022739e-12,1.0
02,1,b2p0_l0p5,2.0,0.5,0.08272432092038079,0.13686316558286926,0.15911458333333336,0.3333333333333333,0.6666666666666666,0.1318467150047698,1.390373927101507e-11,1.0
02,1,b4p0_l0p5,4.0,0.5,0.0557190811180378,0.09331632071015904,0.11953125000000002,0.3333333333333333,0.5833333333333334,0.24030598049907972,3.1302307967884246e-11,1.0
02,1,b8p0_l0p5,8.0,0.5,0.04636818160970429,0.07616422959316625,0.12317708333333333,0.3333333333333333,0.3333333333333333,0.45674558235367524,9.594555705483288e-11,1.0
02,1,b0p125_l1p0,0.125,1.0,0.013828324243028186,0.0472987629754383,0.054101562500000006,0.3333333333333333,0.25,0.022664296726015266,3.557193602177211e-13,1.0
02,1,b0p25_l1p0,0.25,1.0,-0.0951560480438232,-0.03850593657721121,0.029231770833333334,0.5833333333333334,0.08333333333333333,0.031092127696622104,2.2771246693809033e-12,1.0
02,1,b0p5_l1p0,0.5,1.0,-0.05182183674480961,0.014532677114658091,0.04954427083333333,0.5833333333333334,0.25,0.046521765379739996,4.162963376797002e-12,1.0
02,1,b1p0_l1p0,1.0,1.0,-0.00833863601673005,0.03518945988045941,0.08033854166666667,0.5,0.4166666666666667,0.07636355244251879,3.5442230747473324e-12,1.0
02,1,b2p0_l1p0,2.0,1.0,-0.008537263133126501,0.058318491430470215,0.08502604166666668,0.4166666666666667,0.5,0.1336481181046658,2.1664460156389787e-11,1.0
02,1,b4p0_l1p0,4.0,1.0,0.006433942384082891,0.042842178030988685,0.13007812500000002,0.5,0.5,0.24721721741711705,1.7066095064910414e-11,1.0
02,1,b8p0_l1p0,8.0,1.0,0.1329149048409465,0.14016093405655436,0.20332031250000002,0.16666666666666666,0.6666666666666666,0.4727192511147583,7.773282018064265e-11,1.0
02,1,b0p125_l2p0,0.125,2.0,-0.11421333759810343,-0.0697430903408416,0.019270833333333334,0.6666666666666666,0.08333333333333333,0.022556764116306506,3.824740003877114e-13,1.0
02,1,b0p25_l2p0,0.25,2.0,-0.134119826036175,-0.07469977740744074,0.01171875,0.75,0.0,0.031031882711956095,1.1184725021151642e-12,1.0
02,1,b0p5_l2p0,0.5,2.0,0.09603977854918193,0.11691688945576982,0.09251302083333333,0.25,0.3333333333333333,0.04663492113531594,2.852109173834272e-12,1.0
02,1,b1p0_l2p0,1.0,2.0,-0.028428186441645614,0.04229288248632193,0.07226562500000001,0.5833333333333334,0.3333333333333333,0.07679396927031842,1.3149445074467359e-11,1.0
02,1,b2p0_l2p0,2.0,2.0,0.1238348720693278,0.18560863576904532,0.17076822916666667,0.25,0.75,0.13472910420350243,1.2885865985357015e-11,1.0
02,1,b4p0_l2p0,4.0,2.0,0.06127449101065662,0.10433365081806432,0.13769531250000003,0.3333333333333333,0.5833333333333334,0.24949007353101982,1.4581802779134456e-11,1.0
02,1,b8p0_l2p0,8.0,2.0,0.12692923141704596,0.1512204199138761,0.16035156250000002,0.16666666666666666,0.6666666666666666,0.47843532006352196,3.860747832540312e-11,1.0
02,2,b0p125_l0p5,0.125,0.5,-0.157696538326183,-0.025057717995230527,0.004622395833333333,0.8333333333333334,0.0,0.023607385079836916,2.051869091301839e-12,1.0
02,2,b0p25_l0p5,0.25,0.5,-0.13593600715226647,-0.01834030211288668,0.008007812500000001,0.75,0.0,0.04551943608657837,1.7819010156294723e-12,1.0
02,2,b0p5_l0p5,0.5,0.5,-0.12206112156620036,0.006199292637936524,0.006966145833333333,0.75,0.0,0.08524283490856419,6.2726768224052876e-12,1.0
02,2,b1p0_l0p5,1.0,0.5,-0.1844147607997407,-0.015231647754408995,0.0032552083333333335,0.9166666666666666,0.0,0.16399213652351363,5.713290463556925e-12,1.0
02,2,b2p0_l0p5,2.0,0.5,-0.1676497825452188,-0.014284727041356297,0.0041015625,0.8333333333333334,0.0,0.32116979291581527,1.525184481748071e-11,1.0
02,2,b4p0_l0p5,4.0,0.5,-0.17829198304034363,-0.01676038842890307,0.0048177083333333336,0.9166666666666666,0.0,0.6353591771503606,2.4391242606398855e-11,1.0
02,2,b8p0_l0p5,8.0,0.5,-0.17446151658070488,-0.009769018668433728,0.005338541666666666,0.9166666666666666,0.0,1.2636525622250372,9.459855858720556e-11,1.0
02,2,b0p125_l1p0,0.125,1.0,-0.14657820764739127,-0.03986557874166082,0.010937500000000001,0.8333333333333334,0.0,0.019413615191419268,1.8211786245725392e-12,1.0
02,2,b0p25_l1p0,0.25,1.0,-0.11524938753071427,-0.005031504355045377,0.00859375,0.6666666666666666,0.0,0.029347446921219662,1.901138968474214e-12,1.0
02,2,b0p5_l1p0,0.5,1.0,-0.09426898754027836,0.005195558066067815,0.018294270833333338,0.6666666666666666,0.08333333333333333,0.0468576866109692,5.31602051875163e-12,1.0
02,2,b1p0_l1p0,1.0,1.0,-0.08853116505715654,-0.002464878533262615,0.0091796875,0.5833333333333334,0.0,0.07983990510092387,1.0918063436844705e-11,1.0
02,2,b2p0_l1p0,2.0,1.0,-0.1676497825452188,-0.0237346000852961,0.008463541666666668,0.8333333333333334,0.0,0.1442036240378599,2.0494833044212846e-11,1.0
02,2,b4p0_l1p0,4.0,1.0,-0.15769653832618297,-0.013274952622348854,0.0042968749999999995,0.8333333333333334,0.0,0.2718483464582273,4.0405410788035834e-11,1.0
02,2,b8p0_l1p0,8.0,1.0,-0.10740160356261735,-0.007309750180326193,0.009895833333333333,0.5833333333333334,0.0,0.5264880913137182,8.784599957178951e-11,1.0
02,2,b0p125_l2p0,0.125,2.0,-0.046586119488957405,-0.009655375585541809,0.024479166666666666,0.4166666666666667,0.08333333333333333,0.014749449567226063,8.963090686320285e-13,1.0
02,2,b0p25_l2p0,0.25,2.0,-0.0740506115422914,-0.004015519137146727,0.03932291666666667,0.5833333333333334,0.3333333333333333,0.017969197611128945,2.3088443049795737e-12,1.0
02,2,b0p5_l2p0,0.5,2.0,-0.04608401426168784,0.0037402267608856346,0.03854166666666667,0.5,0.16666666666666666,0.02297215893288315,5.7104050221051805e-12,1.0
02,2,b1p0_l2p0,1.0,2.0,-0.05167284731574368,0.01300720889403438,0.054101562500000006,0.5,0.3333333333333333,0.03313535655417324,1.0997467259771243e-11,1.0
02,2,b2p0_l2p0,2.0,2.0,0.02280637225440531,0.06987602576494044,0.06503906249999998,0.4166666666666667,0.4166666666666667,0.05569872149598192,2.002183661919954e-11,1.0
02,2,b4p0_l2p0,4.0,2.0,0.05411047170289946,0.0767267344425497,0.0666015625,0.3333333333333333,0.4166666666666667,0.10377323863075383,3.8371427563133054e-11,1.0
02,2,b8p0_l2p0,8.0,2.0,0.09581805982022883,0.12518454297327575,0.08118489583333334,0.25,0.4166666666666667,0.20216778431519639,7.788143047138263e-11,1.0
