rule,notation,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,in_band,support_masks,n_futures,total_sweeps
616,B1/S356,0.0,0.0,13.5,32.0,0,False,,256,91219
618,B1/S1356,0.0,0.0,16.0,32.0,0,False,,256,120244
1024,B2/S,0.0,0.0,16.5,32.0,0,False,,256,85171
2060,B3/S23,0.0,0.0,120.0,13.97265625,0,False,,256,250981
2870,B13/S12458,0.0,0.0,14.5,32.0,0,False,,256,107750
4718,B14/S12356,0.0,0.0,15.5,32.0,0,False,,256,113182
4719,B14/S012356,0.0,0.0,15.5,32.0,0,False,,256,114530
5307,B24/S013457,0.0,0.0,29.0,32.0,0,False,,256,306420
6697,B134/S035,0.0,0.0,10.0,32.0,0,False,,256,66181
7959,B1234/S01248,0.0,0.0,8.5,32.0,0,False,,256,50384
11062,B135/S12458,0.0,0.0,12.5,32.0,0,False,,256,82739
11063,B135/S012458,0.0,0.0,12.0,32.0,0,False,,256,82961
14573,B345/S023567,0.0,0.26953125,32.5,32.0,1,False,29760,256,240866
14580,B345/S24567,0.0,0.0,256.0,0.3046875,0,False,,256,82020
15158,B1345/S12458,0.0,0.0,10.0,32.0,0,False,,256,66191
16951,B16/S01245,0.0,0.0,219.5,0.80078125,0,False,,256,108000
17971,B126/S0145,0.0,0.0,11.5,32.0,0,False,,256,80872
17975,B126/S01245,0.0,0.0,15.0,32.0,0,False,,256,108788
18444,B36/S23,0.0,0.0,130.5,11.37109375,0,False,,256,188025
18470,B36/S125,0.0,0.0,210.0,14.890625,0,False,,256,103585
18743,B36/S012458,0.0,0.29296875,31.5,32.0,3,False,3071|7103|19391,256,104457
22017,B1246/S0,0.0,0.0,8.0,32.0,0,False,,256,49825
22856,B346/S368,0.0,0.0,256.0,8.1640625,0,False,,256,65141
24343,B12346/S01248,0.0,0.0,8.5,32.0,0,False,,256,49832
25051,B56/S0134678,0.0,0.0,256.0,0.0,0,False,,256,65536
26167,B1256/S01245,0.0,0.0,11.5,32.0,0,False,,256,74568
30964,B3456/S24567,0.0,0.0,115.0,1.47265625,0,False,,256,123340
31048,B3456/S368,0.0,0.0,256.0,12.66015625,0,False,,256,61852
31476,B13456/S24567,0.0,0.0,88.5,2.1875,0,False,,256,153942
33792,B27/S,0.0,0.0,16.0,32.0,0,False,,256,84668
36060,B237/S23467,0.0,0.0,25.0,32.0,0,False,,256,216886
37047,B47/S012457,0.0,0.0,256.0,5.5546875,0,False,,256,360579
37947,B247/S01345,0.0,0.0,17.5,32.0,0,False,,256,107414
38059,B247/S01357,0.0,0.0,14.5,32.0,0,False,,256,75427
38075,B247/S013457,0.0,0.0,19.0,32.0,0,False,,256,125417
38470,B1247/S126,0.0,0.0,9.0,32.0,0,False,,256,58010
38662,B1247/S128,0.0,0.0,8.5,32.0,0,False,,256,50419
38726,B1247/S1268,0.0,0.0,9.0,32.0,0,False,,256,58012
40974,B57/S123,0.0,0.0,256.0,0.0,0,False,,256,65536
41998,B257/S123,0.0,0.0,16.5,32.0,0,False,,256,86406
44188,B2357/S2347,0.0,0.0,14.0,32.0,0,False,,256,67311
44252,B2357/S23467,0.0,0.0,16.0,32.0,0,False,,256,91364
44764,B12357/S23467,0.0,0.0,12.0,32.0,0,False,,256,90117
46602,B12457/S13,0.0,0.0,8.0,32.0,0,False,,256,49876
46634,B12457/S135,0.0,0.0,8.5,32.0,0,False,,256,58009
47341,B3457/S023567,0.0,0.19921875,29.0,32.0,1,False,29760,256,125206
47357,B3457/S0234567,0.0,0.00390625,42.5,32.0,1,False,21568,256,420758
50044,B167/S234568,0.0,0.0,53.5,32.0,0,False,,256,539668
51836,B1367/S23456,0.0,0.0,15.0,32.0,0,False,,256,177669
52092,B1367/S234568,0.0,0.0,16.5,32.0,0,False,,256,205569
52670,B2367/S1234578,0.0,0.05078125,17.0,32.0,3,False,30324|30576|32100,256,103817
52671,B2367/S01234578,0.0,0.0,16.5,32.0,0,False,,256,103381
55212,B12467/S23578,0.0,0.0,11.0,32.0,0,False,,256,72773
